Number,CityTownofLastResidence,DestinationCityTown,Province,ShipName,Port,Arrival,lat,lng
12562,NICOSIA,NEW YORK,Enna,ALESIA,MARSEILLES & NAPLES,10/21/1890,40.7127753,-74.0059728
12563,MEZZOJUSO,NEW YORK,Palermo,VICTORIA,NAPLES & PALERMO,10/30/1897,40.7127753,-74.0059728
12564,PALERMO,BROOKLYN,Palermo,ALESIA,NAPLES,07/01/1898,40.6781784,-73.9441579
12565,CIMINNA,JOHSTOWN-PA,Palermo,MARCO MINGHETTI,NAPLES,3/16/1900,40.3267407,-78.9219698
12566,BAGHERIA,NEW YORK,Palermo,TRAVE,GENOA,3/21/1900,40.7127753,-74.0059728
12567,PALERMO,NEW YORK,Palermo,VINCENZO FLORIO,NAPLES,6/9/1900,40.7127753,-74.0059728
12568,MEZZOJUSO,NEW YORK,Palermo,WERRA,GENOA,11/24/1897,40.7127753,-74.0059728
12569,MILAZZO,PHILADELPHIA,Messina,PATRIA,MARSEILLES,08/08/1899,39.9525839,-75.1652215
12570,NASO,NEW YORK,Messina,HESPERIA,NAPLES,12/06/1898,40.7127753,-74.0059728
12571,MONTAGNAREALE,NEW YORK,Messina,VICTORIA,NAPLES & PALERMO,10/30/1897,40.7127753,-74.0059728
12572,NASO,NEW YORK,Messina,TROJAN PRINCE,GENOA,11/24/1899,40.7127753,-74.0059728
12573,TUSA,NEW YORK,Messina,TARTAR PRINCE,GENOA,09/13/1899,40.7127753,-74.0059728
12574,CATANIA,NEW YORK,Catania,MASSILIA,NAPLES,11/24/1896,40.7127753,-74.0059728
12575,NICOSIA,NEW YORK,Enna,WERRA,GENOA,4/13/1900,40.7127753,-74.0059728
12576,SANTA FLAVIA,SAN FRANCISCO,Palermo,FULDA,GENOA,05/05/1898,37.7749295,-122.4194155
12577,LIPARI,NEW YORK,Messina,ALLER,GENOA,3/28/1900,40.7127753,-74.0059728
12578,PALERMO,NEW YORK,Palermo,ALSATIA,NAPLES,12/24/1899,40.7127753,-74.0059728
12579,BAGHERIA,NEW YORK,Palermo,VICTORIA,NAPLES,1/5/1900,40.7127753,-74.0059728
12580,NASO,MILWAKEE WI,Messina,MASSILIA,NAPLES,5/16/1900,43.0389025,-87.9064736
12581,ALIMENA,BOSTON-MA,Palermo,ARCHIMEDE,NAPLES,8/6/1900,42.3600825,-71.0588801
12582,ALIMENA,BOSTON-MA,Palermo,ARCHIMEDE,NAPLES,8/6/1900,42.3600825,-71.0588801
12583,ALIMENA,BOSTON-MA,Palermo,ARCHIMEDE,NAPLES,8/6/1900,42.3600825,-71.0588801
12584,MELILLI,MIDDLETON CN,Siracusa,MARCO MINGHETTI,PALERMO,5/15/1900,41.5623209,-72.6506488
12585,MELILLI,MIDDLETON CN,Siracusa,MARCO MINGHETTI,PALERMO,5/15/1900,41.5623209,-72.6506488
12586,SAN PIER NICETO,NEW YORK,Messina,SEMPIONE,NAPLES,5/11/1900,40.7127753,-74.0059728
12587,AUGUSTA,NEW YORK,Siracusa,FULDA,GENOA,09/23/1897,40.7127753,-74.0059728
12588,NICOSIA,NEW YORK,Enna,ALESIA,NAPLES,04/13/1896,40.7127753,-74.0059728
12589,PALERMO,NEW YORK,Palermo,VINCENZO FLORIO,PALERMO,10/08/1881,40.7127753,-74.0059728
12590,VILLALBA,NEW-ORLEANS,Caltanissetta,KARAMANIA,NAPLES,05/17/1899,29.9510658,-90.0715323
12591,PALERMO,PHILADELPHIA,Palermo,CALIFORNIA,NAPLES,01/05/1893,39.9525839,-75.1652215
12592,PALERMO,NEW YORK,Palermo,VINCENZO FLORIO,PALERMO,10/08/1881,40.7127753,-74.0059728
12593,MEZZOJUSO,NEW YORK,Palermo,PLATA,NAPLES,02/23/1893,40.7127753,-74.0059728
12594,PALERMO,BOSTON,Palermo,CASHEMIRE,NAPLES,08/21/1893,42.3600825,-71.0588801
12595,CALTABELLOTTA,NEW-ORLEANS,Agrigento,CALIFORNIA,UNKNOWN,10/03/1898,29.9510658,-90.0715323
12596,VILLALBA,DELANGER,Caltanissetta,KARAMANIA,NAPLES,12/17/1899,40.9865811,-78.960232
12597,CALTANISSETTA,NEW YORK,Caltanissetta,VICTORIA,GIBRALTAR & NAPLES,05/29/1893,40.7127753,-74.0059728
12598,VILLALBA,NEW YORK,Caltanissetta,VICTORIA,UNKNOWN,10/22/1898,40.7127753,-74.0059728
12599,VILLALBA,NEW YORK,Caltanissetta,VICTORIA,UNKNOWN,10/22/1898,40.7127753,-74.0059728
12600,VILLALBA,NEW-ORLEANS,Caltanissetta,CALIFORNIA,NAPLES,08/18/1898,29.9510658,-90.0715323
12601,MILAZZO,NEW YORK,Messina,ENTELLA,NAPLES,05/28/1892,40.7127753,-74.0059728
12602,MILAZZO,BROOKLYN,Messina,ITALIA,NAPLES,04/07/1894,40.6781784,-73.9441579
12603,MEZZOJUSO,NEW YORK,Palermo,PLATA,NAPLES,02/23/1893,40.7127753,-74.0059728
12604,MEZZOJUSO,NEW YORK,Palermo,PLATA,NAPLES,02/23/1893,40.7127753,-74.0059728
12605,VICARI,NEW YORK,Palermo,TROJAN PRINCE,GENOA,02/25/1898,40.7127753,-74.0059728
12606,PALERMO,NEW YORK,Palermo,BURGUNDIA,NAPLES,04/15/1898,40.7127753,-74.0059728
12607,MEZZOJUSO,NEW YORK,Palermo,PLATA,NAPLES,02/23/1893,40.7127753,-74.0059728
12608,PALERMO,NEW YORK,Palermo,MANILLA,NAPLES,10/8/1900,40.7127753,-74.0059728
12609,VILLALBA,NEW YORK,Caltanissetta,VICTORIA,UNKNOWN,10/22/1898,40.7127753,-74.0059728
12610,MESSINA,PHILADELPHIA PA,Messina,WERRA,GENOA,3/8/1900,39.9525839,-75.1652215
12611,VILLALBA,NEW-ORLEANS,Caltanissetta,CALIFORNIA,NAPLES,08/18/1898,29.9510658,-90.0715323
12612,VILLALBA,NEW-ORLEANS,Caltanissetta,KARAMANIA,NAPLES,05/17/1899,29.9510658,-90.0715323
12613,PALERMO,NEW YORK,Palermo,CHATEAU YQUEM,NAPLES,4/28/1900,40.7127753,-74.0059728
12614,VILLALBA,NEW-ORLEANS,Caltanissetta,CALIFORNIA,NAPLES,08/18/1898,29.9510658,-90.0715323
12615,PALERMO,NEW YORK,Palermo,CHATEAU YQUEM,NAPLES,4/28/1900,40.7127753,-74.0059728
12616,VILLALBA,CHICAGO IL,Caltanissetta,TARTAR PRINCE,GENOA,7/27/1900,41.8781136,-87.6297982
12617,ROCCAPALUMBA,BROOKLYN,Palermo,HESPERIA,NAPLES,05/01/1898,40.6781784,-73.9441579
12618,MEZZOJUSO,NEW YORK,Palermo,PLATA,NAPLES,02/23/1893,40.7127753,-74.0059728
12619,SCILLATO,USA,Palermo,PATRIA,MARSEILLES,08/08/1899,37.09024,-95.712891
12620,VILLALBA,NEW-ORLEANS,Caltanissetta,KARAMANIA,NAPLES,05/17/1899,29.9510658,-90.0715323
12621,VILLALBA,NEW ORLEANS LA,Caltanissetta,VICTORIA,NAPLES,06/27/1898,29.9510658,-90.0715323
12622,VILLALBA,NEW-ORLEANS,Caltanissetta,KARAMANIA,NAPLES,05/17/1899,29.9510658,-90.0715323
12623,VICARI,NEW YORK,Palermo,TROJAN PRINCE,GENOA,02/25/1898,40.7127753,-74.0059728
12624,VICARI,NEW YORK,Palermo,CHATEAU YQUEM,NAPLES,4/28/1900,40.7127753,-74.0059728
12625,PALERMO,NEW YORK,Palermo,BOLIVIA,NAPLES,05/15/1893,40.7127753,-74.0059728
12626,VILLALBA,NEW YORK,Caltanissetta,VICTORIA,UNKNOWN,10/22/1898,40.7127753,-74.0059728
12627,VILLALBA,NEW YORK,Caltanissetta,ALESIA,NAPLES,05/19/1893,40.7127753,-74.0059728
12628,MEZZOJUSO,NEW YORK,Palermo,PLATA,NAPLES,02/23/1893,40.7127753,-74.0059728
12629,VICARI,NEW-ORLEANS-LA,Palermo,MONTEBELLO,PALERMO,11/22/1895,29.9510658,-90.0715323
12630,PALERMO,NEW YORK,Palermo,VINCENZO FLORIO,PALERMO,10/08/1881,40.7127753,-74.0059728
12631,MEZZOJUSO,NEW YORK,Palermo,PLATA,NAPLES,02/23/1893,40.7127753,-74.0059728
12632,VICARI,NEW YORK,Palermo,CHATEAU YQUEM,NAPLES,4/28/1900,40.7127753,-74.0059728
12633,PALERMO,NEW YORK,Palermo,VINCENZO FLORIO,PALERMO,10/08/1881,40.7127753,-74.0059728
12634,VICARI,NEW YORK,Palermo,CHATEAU YQUEM,NAPLES,4/28/1900,40.7127753,-74.0059728
12635,ALIMENA,NEW-ORLEANS,Palermo,TROJAN PRINCE,GENOA,05/19/1899,29.9510658,-90.0715323
12636,MISILMERI,NE WYORK,Palermo,BURGUNDIA,NAPLES,04/15/1898,40.7127753,-74.0059728
12638,RESUTTANO,NEW YORK,Caltanissetta,PATRIA,NAPLES,07/07/1898,40.7127753,-74.0059728
12639,RESUTTANO,USA,Caltanissetta,FULDA,GENOA,07/21/1898,37.09024,-95.712891
12640,RESUTTANO,NEW YORK,Caltanissetta,PATRIA,NAPLES,07/07/1898,40.7127753,-74.0059728
12641,RESUTTANO,NEW YORK,Caltanissetta,FULDA,GENOA,07/21/1898,40.7127753,-74.0059728
12642,VILLALBA,NEW YORK,Caltanissetta,EMS,GENOA,7/19/1900,40.7127753,-74.0059728
12643,VILLALBA,NEW YORK,Caltanissetta,EMS,GENOA,7/19/1900,40.7127753,-74.0059728
12644,VILLALBA,NEW YORK,Caltanissetta,BRITANNIA,NAPLES,11/18/1897,40.7127753,-74.0059728
12646,VILLALBA,NEW YORK,Caltanissetta,BRITANNIA,NAPLES,11/18/1897,40.7127753,-74.0059728
12647,VILLALBA,NEW YORK,Caltanissetta,ALESIA,NAPLES,05/19/1893,40.7127753,-74.0059728
12648,MISILMERI,NEW YORK,Palermo,MASSILIA,NAPLES,03/10/1898,40.7127753,-74.0059728
12649,VILLALBA,USA,Caltanissetta,BELGRAVIA,NAPLES,01/04/1894,37.09024,-95.712891
12650,VILLALBA,USA,Caltanissetta,BELGRAVIA,NAPLES,01/04/1894,37.09024,-95.712891
12651,VILLALBA,NEW YORK,Caltanissetta,ALESIA,NAPLES,05/19/1893,40.7127753,-74.0059728
12652,VILLALBA,NEW YORK,Caltanissetta,ALESIA,NAPLES,05/19/1893,40.7127753,-74.0059728
12653,VILLALBA,NEW YORK,Caltanissetta,ALESIA,NAPLES,05/19/1893,40.7127753,-74.0059728
12654,VILLALBA,USA,Caltanissetta,BELGRAVIA,NAPLES,01/04/1894,37.09024,-95.712891
12655,VILLALBA,DELANCY-PA,Caltanissetta,BOLIVIA,NAPLES,11/24/1897,40.9865811,-78.960232
12656,ALIMENA,NEW-ORLEANS,Palermo,KARAMANIA,NAPLES,05/16/1898,29.9510658,-90.0715323
12657,VILLALBA,NEW YORK,Caltanissetta,BRITANNIA,NAPLES,11/18/1897,40.7127753,-74.0059728
12658,VILLALBA,NEW YORK,Caltanissetta,PICTAVIA,NAPLES,04/21/1890,40.7127753,-74.0059728
12659,VILLALBA,NEW YORK,Caltanissetta,PICTAVIA,NAPLES,04/21/1890,40.7127753,-74.0059728
12660,VILLALBA,NEW YORK,Caltanissetta,PICTAVIA,NAPLES,04/21/1890,40.7127753,-74.0059728
12661,BURGIO,BROOKLYN NY,Agrigento,TROJAN PRINCE,NAPLES,03/11/1899,40.6781784,-73.9441579
12662,CATANIA,BROOKLYN,Catania,HESPERIA,NAPLES,05/01/1898,40.6781784,-73.9441579
12663,MESSINA,NEW YORK,Messina,SPARTAN PRINCE,GENOA,7/6/1900,40.7127753,-74.0059728
12664,CALTANISSETTA,NEW YORK,Caltanissetta,ELYSIA,NAPLES,12/19/1892,40.7127753,-74.0059728
12665,PALERMO,BROOKLYN NY,Palermo,VINCENZO FLORIO,"GENOA, NAPLES & PALERMO",8/27/1900,40.6781784,-73.9441579
12666,PALERMO,BROOKLYN NY,Palermo,VINCENZO FLORIO,"GENOA, NAPLES & PALERMO",8/27/1900,40.6781784,-73.9441579
12667,PALERMO,BROOKLYN NY,Palermo,VINCENZO FLORIO,"GENOA, NAPLES & PALERMO",8/27/1900,40.6781784,-73.9441579
12668,VILLALBA,DELANO CA,Caltanissetta,VICTORIA,NAPLES,10/1/1900,35.7688425,-119.2470536
12669,CATANIA,HOBOKEN-NJ,Catania,HESPERIA,NAPLES,07/21/1897,40.7439905,-74.0323626
12670,CATANIA,HOBOKEN-NJ,Catania,HESPERIA,NAPLES,07/21/1897,40.7439905,-74.0323626
12671,TRAPANI,NEW YORK,Trapani,BRITANNIA,MARSEILLES & NAPLES,06/13/1895,40.7127753,-74.0059728
12672,SPADAFORA,BOSTON-MA,Messina,GEORGIA,NAPLES,6/11/1900,42.3600825,-71.0588801
12673,SCIACCA,PHILADELPHIA,Agrigento,CHATEAU YQUEM,NAPLES,11/03/1899,39.9525839,-75.1652215
12674,SALAPARUTA,NEW-ORLEANS,Trapani,SPARTAN PRINCE,GENOA,07/23/1898,29.9510658,-90.0715323
12675,ROCCAPALUMBA,NEW YORK,Palermo,WERRA,GENOA & NAPLES,10/20/1900,40.7127753,-74.0059728
12676,SPADAFORA,BOSTON,Messina,FULDA,GENOA,05/05/1898,42.3600825,-71.0588801
12677,SPADAFORA,PHILADELPHIA,Messina,ARCHIMEDE,NAPLES,8/6/1900,39.9525839,-75.1652215
12678,MESSINA,NEW YORK,Messina,POLCEVERA,PALERMO,12/13/1886,40.7127753,-74.0059728
12679,MESSINA,NEW YORK,Messina,POLCEVERA,PALERMO,12/13/1886,40.7127753,-74.0059728
12680,ISNELLO,NEW YORK,Palermo,KARAMANIA,NAPLES,10/10/1898,40.7127753,-74.0059728
12681,VILLALBA,DELANO CA,Caltanissetta,VICTORIA,NAPLES,10/1/1900,35.7688425,-119.2470536
12682,SCIACCA,NEW YORK,Agrigento,NEUSTRIA,NAPLES,03/25/1895,40.7127753,-74.0059728
12683,MENFI,NEW YORK,Agrigento,WERRA,GENOA,11/17/1899,40.7127753,-74.0059728
12684,MENFI,NEW YORK,Agrigento,WERRA,GENOA,11/17/1899,40.7127753,-74.0059728
12685,NICOSIA,NEW YORK,Enna,TARTAR PRINCE,GENOA,06/29/1899,40.7127753,-74.0059728
12686,NICOSIA,USA,Enna,SPARTAN PRINCE,GENOA,08/17/1899,37.09024,-95.712891
12687,NICOSIA,NEW YORK,Enna,ARCHIMEDE,NAPLES,4/23/1900,40.7127753,-74.0059728
12688,NICOSIA,CHICAGO IL,Enna,EMS,GENOA,2/23/1900,41.8781136,-87.6297982
12689,NICOSIA,USA,Enna,SPARTAN PRINCE,GENOA,08/17/1899,37.09024,-95.712891
12690,NICOSIA,USA,Enna,SPARTAN PRINCE,GENOA,08/17/1899,37.09024,-95.712891
12691,NICOSIA,USA,Enna,SPARTAN PRINCE,GENOA,08/17/1899,37.09024,-95.712891
12692,NICOSIA,USA,Enna,SPARTAN PRINCE,GENOA,08/17/1899,37.09024,-95.712891
12693,NICOSIA,USA,Enna,SPARTAN PRINCE,GENOA,08/17/1899,37.09024,-95.712891
12694,NICOSIA,CHICAGO,Enna,MASSILIA,MARSEILLES & NAPLES,09/14/1893,41.8781136,-87.6297982
12695,VILLAROSA,WALSTON PA,Enna,ARCHIMEDE,GENOA & NAPLES,11/19/1900,40.9650644,-78.9947562
12696,VILLAROSA,PRINCE TOWN PA,Enna,CALIFORNIA,NAPLES,10/29/1899,41.1300092,-75.2128996
12697,VILLAROSA,PRINCE TOWN PA,Enna,CALIFORNIA,NAPLES,10/29/1899,41.1300092,-75.2128996
12698,VILLAROSA,NEW YORK,Enna,ALSATIA,NAPLES,05/27/1898,40.7127753,-74.0059728
12699,CORLEONE,NEW-ORLEANS,Palermo,SPARTAN PRINCE,UNKNOWN,09/24/1898,29.9510658,-90.0715323
12700,TRAPANI,BOSTON MA,Trapani,BOLIVIA,NAPLES,2/15/1900,42.3600825,-71.0588801
12701,BOLOGNETTA,NEW YORK,Palermo,NEUSTRIA,NAPLES,2/17/1900,40.7127753,-74.0059728
12702,CACCAMO,PHILADELPHIA PA,Palermo,CHATEAU YQUEM,NAPLES,4/28/1900,39.9525839,-75.1652215
12703,CACCAMO,CLEVELAND OH,Palermo,EMS,GENOA,11/8/1900,41.49932,-81.6943605
12704,PALERMO,NEW YORK,Palermo,ALSATIA,NAPLES,05/27/1898,40.7127753,-74.0059728
12705,CACCAMO,NEW YORK,Palermo,PATRIA,NAPLES,04/29/1899,40.7127753,-74.0059728
12706,CACCAMO,NEW YORK,Palermo,NEUSTRIA,NAPLES,2/17/1900,40.7127753,-74.0059728
12707,CERDA,USA,Palermo,SPARTAN PRINCE,GENOA,10/19/1899,37.09024,-95.712891
12708,BOLOGNETTA,NEW YORK,Palermo,NEUSTRIA,NAPLES,2/17/1900,40.7127753,-74.0059728
12709,CACCAMO,NEW YORK,Palermo,NEUSTRIA,NAPLES,2/17/1900,40.7127753,-74.0059728
12710,CACCAMO,NEW YORK,Palermo,STURA,NAPLES,12/19/1890,40.7127753,-74.0059728
12711,CERDA,NEW YORK,Palermo,TARTAR PRINCE,GENOA,10/1/1900,40.7127753,-74.0059728
12712,PALERMO,NEW YORK,Palermo,ALSATIA,NAPLES,05/27/1898,40.7127753,-74.0059728
12713,CACCAMO,PHILADELPHIA,Palermo,CALIFORNIA,NAPLES,10/29/1899,39.9525839,-75.1652215
12714,CACCAMO,USA,Palermo,SCANDIA,NAPLES,06/23/1897,37.09024,-95.712891
12715,SCIACCA,NEW YORK,Agrigento,NEUSTRIA,NAPLES,06/22/1896,40.7127753,-74.0059728
12716,CACCAMO,NEW YORK,Palermo,NEUSTRIA,NAPLES,2/17/1900,40.7127753,-74.0059728
12717,CACCAMO,NEW YORK,Palermo,STURA,NAPLES,12/19/1890,40.7127753,-74.0059728
12718,CACCAMO,NEW YORK,Palermo,NEUSTRIA,NAPLES,2/17/1900,40.7127753,-74.0059728
12719,CACCAMO,NEW YORK,Palermo,NEUSTRIA,NAPLES,2/17/1900,40.7127753,-74.0059728
12720,PALERMO,NEW YORK,Palermo,BOLIVIA,NAPLES,05/15/1893,40.7127753,-74.0059728
12721,CACCAMO,NEW YORK,Palermo,NEUSTRIA,NAPLES,2/17/1900,40.7127753,-74.0059728
12722,PALERMO,BROOKLYN,Palermo,TROJAN PRINCE,GENOA,02/25/1898,40.6781784,-73.9441579
12723,PALERMO,NEW YORK,Palermo,INIZIATIVA,NAPLES,06/15/1894,40.7127753,-74.0059728
12724,CACCAMO,USA,Palermo,PATRIA,NAPLES,04/29/1899,37.09024,-95.712891
12725,VILLALBA,NEW YORK,Caltanissetta,L'AQUITAINE,HAVRE,5/20/1900,40.7127753,-74.0059728
12726,ANTILLO,NEW YORK,Messina,BURGUNDIA,NAPLES,06/03/1891,40.7127753,-74.0059728
12727,MENFI,NEW-ORLEANS,Agrigento,KARAMANIA,NAPLES,07/26/1898,29.9510658,-90.0715323
12728,POGGIOREALE,NEW-ORLEANS,Trapani,BURGUNDIA,NAPLES,12/18/1898,29.9510658,-90.0715323
12729,POGGIOREALE,NEW-ORLEANS,Trapani,BURGUNDIA,NAPLES,12/18/1898,29.9510658,-90.0715323
12730,POGGIOREALE,NEW-ORLEANS,Trapani,PATRIA,NAPLES,03/22/1898,29.9510658,-90.0715323
12731,SCIACCA,NEW YORK,Agrigento,ARCHIMEDE,NAPLES,11/28/1899,40.7127753,-74.0059728
12732,POGGIOREALE,NEW-ORLEANS,Trapani,PATRIA,NAPLES,03/22/1898,29.9510658,-90.0715323
12733,POGGIOREALE,NEW-ORLEANS,Trapani,BURGUNDIA,NAPLES,12/18/1898,29.9510658,-90.0715323
12734,SCIACCA,BROOKLYN NY,Agrigento,ARCHIMEDE,NAPLES & PALERMO,6/26/1900,40.6781784,-73.9441579
12735,SCIACCA,NEW YORK,Agrigento,VINCENZO FLORIO,NAPLES,10/29/1900,40.7127753,-74.0059728
12736,SCIACCA,NEW YORK,Agrigento,VINCENZO FLORIO,NAPLES,10/29/1900,40.7127753,-74.0059728
12737,POGGIOREALE,USA,Trapani,HINDOUSTAN,MARSEILLES & NAPLES,09/23/1887,37.09024,-95.712891
12738,SCILLATO,NEW YORK,Palermo,BOLIVIA,NAPLES,12/01/1899,40.7127753,-74.0059728
12740,LICATA,WATERBURY,Agrigento,WERRA,GENOA,07/01/1897,41.5581525,-73.0514965
12741,PALERMO,NEW YORK,Palermo,VICTORIA,GIBRALTAR & NAPLES,05/29/1893,40.7127753,-74.0059728
12742,CACCAMO,NEW YORK,Palermo,EMS,GENOA,6/14/1900,40.7127753,-74.0059728
12743,CACCAMO,NEW YORK,Palermo,CHATEAU YQUEM,NAPLES,3/5/1900,40.7127753,-74.0059728
12744,ALIA,NEW YORK,Palermo,OREGON,NAPLES,06/24/1897,40.7127753,-74.0059728
12745,PALERMO,BROOKLYN,Palermo,SPARTAN PRINCE,GENOA,06/14/1899,40.6781784,-73.9441579
12746,PALERMO,BROOKLYN,Palermo,SPARTAN PRINCE,GENOA,06/14/1899,40.6781784,-73.9441579
12747,ALIA,NEW-ORLEANS,Palermo,SCANDIA,NAPLES,09/13/1897,29.9510658,-90.0715323
12748,ALIA,NEW-ORLEANS,Palermo,SCANDIA,NAPLES,09/13/1897,29.9510658,-90.0715323
12749,LASCARI,CHICAGO IL,Palermo,VICTORIA,NAPLES,5/16/1900,41.8781136,-87.6297982
12750,GRATTERI,USA,Palermo,SPARTAN PRINCE,GENOA,02/02/1899,37.09024,-95.712891
12751,SCIACCA,NEW YORK,Agrigento,PATRIA,NAPLES,03/22/1898,40.7127753,-74.0059728
12752,SCIACCA,CHICAGO-IL,Agrigento,EMS,GENOA,7/19/1900,41.8781136,-87.6297982
12753,SCIACCA,NEW YORK,Agrigento,PATRIA,MARSEILLES & NAPLES,03/09/1896,40.7127753,-74.0059728
12754,MENFI,BOSTON,Agrigento,EMS,GENOA,06/07/1899,42.3600825,-71.0588801
12755,MENFI,BOSTON,Agrigento,EMS,GENOA,06/07/1899,42.3600825,-71.0588801
12756,SCIACCA,NEW YORK,Agrigento,ALLER,UNKNOWN,09/07/1898,40.7127753,-74.0059728
12757,MENFI,BOSTON,Agrigento,EMS,GENOA,06/07/1899,42.3600825,-71.0588801
12758,SCIACCA,BROOKLYN,Agrigento,TROJAN PRINCE,UNKNOWN,11/06/1898,40.6781784,-73.9441579
12759,SCIACCA,NEW YORK,Agrigento,TARTAR PRINCE,GENOA,10/1/1900,40.7127753,-74.0059728
12760,SCIACCA,NEW YORK,Agrigento,PATRIA,NAPLES,03/22/1898,40.7127753,-74.0059728
12761,GIULIANA,BROOKLYN,Palermo,SCANDIA,NAPLES,09/13/1897,40.6781784,-73.9441579
12762,MENFI,BOSTON,Agrigento,EMS,GENOA,06/07/1899,42.3600825,-71.0588801
12763,MESSINA,NEW YORK,Messina,MASSILIA,NAPLES,08/31/1897,40.7127753,-74.0059728
12764,SCIACCA,NEW YORK,Agrigento,PATRIA,MARSEILLES,06/17/1899,40.7127753,-74.0059728
12765,SCIACCA,NEW YORK,Agrigento,ALLER,UNKNOWN,09/07/1898,40.7127753,-74.0059728
12766,SCIACCA,NEW YORK,Agrigento,TARTAR PRINCE,GENOA,09/13/1899,40.7127753,-74.0059728
12767,SCIACCA,NEW YORK,Agrigento,TARTAR PRINCE,GENOA,10/1/1900,40.7127753,-74.0059728
12768,MESSINA,NEW YORK,Messina,MASSILIA,NAPLES,08/31/1897,40.7127753,-74.0059728
12769,SCIACCA,NEW YORK,Agrigento,ALLER,UNKNOWN,09/07/1898,40.7127753,-74.0059728
12770,SCIACCA,NEW YORK,Agrigento,SPARTAN PRINCE,UNKNOWN,12/26/1898,40.7127753,-74.0059728
12771,SCIACCA,NEW YORK,Agrigento,PATRIA,NAPLES,03/22/1898,40.7127753,-74.0059728
12772,SCIACCA,NEW YORK,Agrigento,TARTAR PRINCE,GENOA,04/03/1898,40.7127753,-74.0059728
12773,PALERMO,USA,Palermo,UTOPIA,NAPLES & PALERMO,04/09/1890,37.09024,-95.712891
12774,CALTAVUTURO,NEW YORK,Palermo,ALSATIA,"GIBRALTAR, NAPLES & PALERMO",06/03/1891,40.7127753,-74.0059728
12775,CALTAVUTURO,NEW YORK,Palermo,MARCO MINGHETTI,NAPLES,3/16/1900,40.7127753,-74.0059728
12776,CALTAVUTURO,BUFFALO,Palermo,VICTORIA,NAPLES,7/19/1900,42.8864468,-78.8783689
12777,CALTAVUTURO,NEW YORK,Palermo,MARCO MINGHETTI,NAPLES,3/16/1900,40.7127753,-74.0059728
12778,CALTAVUTURO,NEW YORK,Palermo,CALIFORNIA,GIBRALTAR & NAPLES,04/22/1893,40.7127753,-74.0059728
12779,ALIMENA,NEW YORK,Palermo,GIAVA,NAPLES & PALERMO,04/16/1891,40.7127753,-74.0059728
12780,ALIMENA,NEW YORK,Palermo,GIAVA,NAPLES & PALERMO,04/16/1891,40.7127753,-74.0059728
12781,CALTAVUTURO,NEW YORK,Palermo,SEMPIONE,NAPLES,08/31/1899,40.7127753,-74.0059728
12782,ALIMENA,NEW YORK,Palermo,GIAVA,NAPLES & PALERMO,04/16/1891,40.7127753,-74.0059728
12783,CALTAVUTURO,USA,Palermo,SPARTAN PRINCE,GENOA,10/19/1899,37.09024,-95.712891
12784,ALIA,USA,Palermo,ALLER,GENOA,10/12/1898,37.09024,-95.712891
12785,ALIA,USA,Palermo,ALLER,GENOA,10/12/1898,37.09024,-95.712891
12786,AUGUSTA,NEW YORK,Siracusa,BURGUNDIA,NAPLES,01/11/1896,40.7127753,-74.0059728
12787,AUGUSTA,NEW YORK,Siracusa,BURGUNDIA,NAPLES,01/11/1896,40.7127753,-74.0059728
12788,AUGUSTA,NEW YORK,Siracusa,BURGUNDIA,NAPLES,01/11/1896,40.7127753,-74.0059728
12789,AUGUSTA,NEW YORK,Siracusa,BURGUNDIA,NAPLES,01/11/1896,40.7127753,-74.0059728
12790,SANTA CROCE CAMERINA,NEW YORK,Ragusa,TARTAR PRINCE,GENOA,7/27/1900,40.7127753,-74.0059728
12791,MESSINA,NEW YORK,Messina,ARCHIMEDES,MEDITERRANEAN PORTS,07/16/1886,40.7127753,-74.0059728
12792,MILAZZO,PATERSON NJ,Messina,VINCENZO FLORIO,"GENOA, NAPLES & PALERMO",8/27/1900,40.9167654,-74.171811
12793,MESSINA,NEW YORK,Messina,ARCHIMEDES,MEDITERRANEAN PORTS,07/16/1886,40.7127753,-74.0059728
12794,MILAZZO,PATERSON NJ,Messina,VINCENZO FLORIO,"GENOA, NAPLES & PALERMO",8/27/1900,40.9167654,-74.171811
12795,MESSINA,BOSTON,Messina,CHERIBON,NAPLES,08/01/1892,42.3600825,-71.0588801
12796,PALERMO,NEW YORK,Palermo,TARTAR PRINCE,GENOA,11/27/1900,40.7127753,-74.0059728
12797,MESSINA,NEW YORK,Messina,ARCHIMEDES,MEDITERRANEAN PORTS,07/16/1886,40.7127753,-74.0059728
12798,MESSINA,BOSTON,Messina,CHERIBON,NAPLES,08/01/1892,42.3600825,-71.0588801
12799,MESSINA,BOSTON,Messina,CHANDERNAGOR,NAPLES,02/16/1891,42.3600825,-71.0588801
12800,MESSINA,BOSTON,Messina,CHERIBON,NAPLES,08/01/1892,42.3600825,-71.0588801
12801,LIPARI,BROOKLYN NY,Messina,WERRA,GENOA & NAPLES,11/30/1900,40.6781784,-73.9441579
12802,PARTANNA,BROOKLYN,Trapani,VINCENZO FLORIO,NAPLES,6/9/1900,40.6781784,-73.9441579
12803,LIPARI,BROOKLYN,Messina,FURST BISMARCK,GENOA,02/23/1898,40.6781784,-73.9441579
12804,LIPARI,NEW YORK,Messina,ALLER,GENOA,5/2/1900,40.7127753,-74.0059728
