Number,CityTownofLastResidence,DestinationCityTown,Province,ShipName,Port,Arrival,lat,lng
29848,PALERMO,NEW YORK,Palermo,TROJAN PRINCE,GENOA,5/18/1900,40.7127753,-74.0059728
29849,CALTAVUTURO,NEW YORK,Palermo,SEMPIONE,NAPLES,08/31/1899,40.7127753,-74.0059728
29850,AUGUSTA,S FRANCISCO CAL,Siracusa,SPARTAN PRINCE,GENOA,7/6/1900,37.7749295,-122.4194155
29851,SCIACCA,NEW YORK,Agrigento,SPARTAN PRINCE,GENOA,7/6/1900,40.7127753,-74.0059728
29852,AUGUSTA,S FRANCISCO CAL,Siracusa,SPARTAN PRINCE,GENOA,7/6/1900,37.7749295,-122.4194155
29853,BROLO,TAMPA FL,Messina,SPARTAN PRINCE,GENOA,7/6/1900,27.950575,-82.4571776
29854,MESSINA,BOSTON MA,Messina,TARTAR PRINCE,GENOA,1/25/1900,42.3600825,-71.0588801
29855,MESSINA,BOSTON MA,Messina,TARTAR PRINCE,GENOA,1/25/1900,42.3600825,-71.0588801
29856,TRABIA,PHILADELPHIA PA,Palermo,CHATEAU YQUEM,NAPLES,4/28/1900,39.9525839,-75.1652215
29857,MESSINA,NEW YORK,Messina,VICTORIA,NAPLES & PALERMO,10/30/1897,40.7127753,-74.0059728
29858,MESSINA,NEW YORK,Messina,TROJAN PRINCE,UNKNOWN,09/06/1898,40.7127753,-74.0059728
29859,MESSINA,NEW YORK,Messina,TROJAN PRINCE,UNKNOWN,09/06/1898,40.7127753,-74.0059728
29860,MESSINA,NEW YORK,Messina,ALSATIA,NAPLES,09/30/1897,40.7127753,-74.0059728
29861,SIRACUSA,NEW YORK,Siracusa,BURGUNDIA,NAPLES & PALERMO,06/11/1883,40.7127753,-74.0059728
29862,MILAZZO,BROOKLYN,Messina,FULDA,GENOA,08/18/1897,40.6781784,-73.9441579
29863,TRABIA,PHILADELPHIA PA,Palermo,CHATEAU YQUEM,NAPLES,4/28/1900,39.9525839,-75.1652215
29864,SAPONARA,NEW YORK,Messina,AUGUSTA VICTORIA,GENOA,1/16/1900,40.7127753,-74.0059728
29865,MESSINA,NEW YORK,Messina,TROJAN PRINCE,UNKNOWN,09/06/1898,40.7127753,-74.0059728
29866,SAPONARA,NEW YORK,Messina,FURST BISMARCK,GENOA,3/12/1900,40.7127753,-74.0059728
29867,MESSINA,NEW YORK,Messina,BOLIVIA,NAPLES,04/23/1898,40.7127753,-74.0059728
29868,MESSINA,NEW YORK,Messina,MANILLA,NAPLES,10/8/1900,40.7127753,-74.0059728
29869,MESSINA,NEW YORK,Messina,VICTORIA,UNKNOWN,10/22/1898,40.7127753,-74.0059728
29870,MILAZZO,NEW YORK,Messina,LETIMBRO,PALERMO,05/23/1889,40.7127753,-74.0059728
29871,MESSINA,BROOKLYN,Messina,ALSATIA,NAPLES,09/30/1897,40.6781784,-73.9441579
29872,ALIMENA,NEW-ORLEANS,Palermo,TARTAR PRINCE,GENOA,05/09/1899,29.9510658,-90.0715323
29873,MESSINA,NEW YORK,Messina,ALSATIA,NAPLES,03/07/1891,40.7127753,-74.0059728
29874,PATTI,NEW YORK,Messina,ALSATIA,NAPLES,09/30/1897,40.7127753,-74.0059728
29875,MILAZZO,NEW YORK,Messina,MANILLA,NAPLES,5/31/1900,40.7127753,-74.0059728
29876,BROLO,NEW YORK,Messina,ARCHIMEDE,NAPLES & PALERMO,6/26/1900,40.7127753,-74.0059728
29877,LIPARI,BROOKLYN NY,Messina,SPARTAN PRINCE,GENOA,11/13/1900,40.6781784,-73.9441579
29878,LIPARI,BROOKLYN NY,Messina,SPARTAN PRINCE,GENOA,11/13/1900,40.6781784,-73.9441579
29879,BROLO,NEW YORK,Messina,ARCHIMEDE,NAPLES,08/04/1899,40.7127753,-74.0059728
29880,POLIZZI GENEROSA,NEW YORK,Palermo,HESPERIA,NAPLES,11/07/1899,40.7127753,-74.0059728
29881,BROLO,NEW YORK,Messina,ARCHIMEDE,NAPLES & PALERMO,6/26/1900,40.7127753,-74.0059728
29882,LIPARI,BROOKLYN NY,Messina,KAISER WILHELM II,GENOA,04/28/1898,40.6781784,-73.9441579
29883,BROLO,NEW YORK,Messina,CALIFORNIA,NAPLES,08/18/1898,40.7127753,-74.0059728
29884,BROLO,NEW YORK,Messina,ARCHIMEDE,NAPLES & PALERMO,6/26/1900,40.7127753,-74.0059728
29885,BROLO,NEW YORK,Messina,ARCHIMEDE,NAPLES & PALERMO,6/26/1900,40.7127753,-74.0059728
29886,BROLO,NEW YORK,Messina,ARCHIMEDE,NAPLES & PALERMO,6/26/1900,40.7127753,-74.0059728
29887,BROLO,NEW YORK,Messina,SPARTAN PRINCE,UNKNOWN,09/24/1898,40.7127753,-74.0059728
29888,MILAZZO,PHILADELPHIA PA,Messina,BURGUNDIA,NAPLES,02/17/1898,39.9525839,-75.1652215
29889,SAPONARA,PHILADELPHIA PA,Messina,TROJAN PRINCE,GENOA,5/18/1900,39.9525839,-75.1652215
29890,MESSINA,NEW YORK,Messina,BOLIVIA,NAPLES,04/23/1898,40.7127753,-74.0059728
29891,MESSINA,NEW YORK,Messina,TROJAN PRINCE,GENOA,5/18/1900,40.7127753,-74.0059728
29892,BROLO,NEW YORK,Messina,ARCHIMEDE,NAPLES & PALERMO,6/26/1900,40.7127753,-74.0059728
29893,MESSINA,NEW YORK,Messina,WERRA,GENOA,5/17/1900,40.7127753,-74.0059728
29894,LIPARI,BROOKLYN NY,Messina,BOLIVIA,NAPLES,4/23/1900,40.6781784,-73.9441579
29895,MESSINA,NEW YORK,Messina,ALSATIA,NAPLES,09/30/1897,40.7127753,-74.0059728
29896,MESSINA,NEW YORK,Messina,HESPERIA,NAPLES,6/5/1900,40.7127753,-74.0059728
29897,MESSINA,NEW YORK,Messina,TARTAR PRINCE,GENOA,10/1/1900,40.7127753,-74.0059728
29898,MEZZOJUSO,NEW YORK,Palermo,VICTORIA,UNKNOWN,10/22/1898,40.7127753,-74.0059728
29899,BROLO,NEW YORK,Messina,SPARTAN PRINCE,UNKNOWN,09/24/1898,40.7127753,-74.0059728
29900,BROLO,NEW YORK,Messina,ARCHIMEDE,NAPLES & PALERMO,6/26/1900,40.7127753,-74.0059728
29901,BROLO,TAMPA,Messina,TARTAR PRINCE,UNKNOWN,10/17/1898,27.950575,-82.4571776
29902,BROLO,NEW YORK,Messina,ARCHIMEDE,NAPLES & PALERMO,6/26/1900,40.7127753,-74.0059728
29903,CATANIA,NEW YORK,Catania,EMS,GENOA,8/30/1900,40.7127753,-74.0059728
29904,SAN PIER NICETO,NEW YORK,Messina,WERRA,GENOA & NAPLES,10/20/1900,40.7127753,-74.0059728
29905,BAUCINA,NEW YORK,Palermo,FURST BISMARCK,GENOA,02/11/1899,40.7127753,-74.0059728
29906,BAUCINA,NEW YORK,Palermo,HINDOUSTAN,NAPLES,02/04/1893,40.7127753,-74.0059728
29907,SCIACCA,NEW-JERS,Agrigento,SPARTAN PRINCE,GENOA,06/14/1899,40.0583238,-74.4056612
29908,BAUCINA,NEW YORK,Palermo,HINDOUSTAN,NAPLES,02/04/1893,40.7127753,-74.0059728
29909,BAUCINA,NEW YORK,Palermo,HINDOUSTAN,NAPLES,02/04/1893,40.7127753,-74.0059728
29910,BAUCINA,NEW YORK,Palermo,HINDOUSTAN,NAPLES,02/04/1893,40.7127753,-74.0059728
29911,LUCCA SICULA,NEW YORK,Agrigento,TROJAN PRINCE,NAPLES,03/11/1899,40.7127753,-74.0059728
29912,LUCCA SICULA,NEW YORK,Agrigento,TROJAN PRINCE,NAPLES,03/11/1899,40.7127753,-74.0059728
29913,BAGHERIA,NEW YORK,Palermo,VICTORIA,NAPLES,5/16/1900,40.7127753,-74.0059728
29914,SCIACCA,NEW YORK,Agrigento,SPARTAN PRINCE,GENOA,06/14/1899,40.7127753,-74.0059728
29915,SCIACCA,NEW YORK,Agrigento,TARTAR PRINCE,UNKNOWN,10/17/1898,40.7127753,-74.0059728
29916,MESSINA,NEW YORK,Messina,BIRMANIA,GIBRALTAR & NAPLES,08/18/1890,40.7127753,-74.0059728
29917,SCIACCA,NORRISTOWN,Agrigento,BOLIVIA,NAPLES,12/01/1899,40.121497,-75.3399048
29918,PALERMO,NEW YORK,Palermo,BIRMANIA,NAPLES & PALERMO,06/29/1891,40.7127753,-74.0059728
29919,SCIACCA,BOSTON,Agrigento,TROJAN PRINCE,NAPLES,12/06/1897,42.3600825,-71.0588801
29920,MESSINA,USA,Messina,ARCHIMEDE,PALERMO,05/03/1883,37.09024,-95.712891
29921,BAGHERIA,NEW YORK,Palermo,TARTAR PRINCE,GENOA,06/29/1899,40.7127753,-74.0059728
29922,SCIACCA,BROOKLYN-NY,Agrigento,PATRIA,NAPLES,10/07/1897,40.6781784,-73.9441579
29923,SCIACCA,BOSTON MA,Agrigento,MANILLA,NAPLES,5/31/1900,42.3600825,-71.0588801
29924,SCIACCA,NEW YORK,Agrigento,SEMPIONE,NAPLES,11/04/1899,40.7127753,-74.0059728
29925,SCIACCA,NEW YORK,Agrigento,SEMPIONE,NAPLES,11/04/1899,40.7127753,-74.0059728
29926,BAGHERIA,NEW YORK,Palermo,ARCHIMEDE,NAPLES,11/28/1899,40.7127753,-74.0059728
29927,PALERMO,NEW YORK,Palermo,WERRA,GENOA & NAPLES,10/20/1900,40.7127753,-74.0059728
29928,PALERMO,BROOKLYN,Palermo,WERRA,GENOA & NAPLES,10/20/1900,40.6781784,-73.9441579
29929,MONTEVAGO,BROOKLYN,Agrigento,TARTAR PRINCE,GENOA,04/03/1898,40.6781784,-73.9441579
29930,SCIACCA,NORRISTOWN,Agrigento,BOLIVIA,NAPLES,12/01/1899,40.121497,-75.3399048
29931,SCIACCA,NEW YORK,Agrigento,SEMPIONE,NAPLES,11/04/1899,40.7127753,-74.0059728
29932,BAGHERIA,BROOKLYN,Palermo,HESPERIA,NAPLES,10/15/1897,40.6781784,-73.9441579
29933,SCIACCA,NEW YORK,Agrigento,ARCHIMEDE,NAPLES,4/23/1900,40.7127753,-74.0059728
29934,PALERMO,NEW YORK,Palermo,BIRMANIA,NAPLES & PALERMO,06/29/1891,40.7127753,-74.0059728
29935,BAGHERIA,BROOKLYN,Palermo,ELYSIA,NAPLES,07/06/1897,40.6781784,-73.9441579
29936,BAGHERIA,NEW YORK,Palermo,KARAMANIA,GIBRALTAR,07/24/1899,40.7127753,-74.0059728
29937,PALERMO,NEW YORK,Palermo,PLATA,MARSEILLES & NAPLES,03/31/1892,40.7127753,-74.0059728
29938,BAGHERIA,BROOKLYN,Palermo,HESPERIA,NAPLES,10/15/1897,40.6781784,-73.9441579
29939,SCIACCA,BOSTON,Agrigento,TROJAN PRINCE,NAPLES,12/06/1897,42.3600825,-71.0588801
29940,BAGHERIA,USA,Palermo,VICTORIA,NAPLES,10/18/1899,37.09024,-95.712891
29941,SCIACCA,BOSTON,Agrigento,CALIFORNIA,NAPLES,04/02/1898,42.3600825,-71.0588801
29942,BAUCINA,NEW-ORLEANS,Palermo,BOLIVIA,NAPLES,11/24/1897,29.9510658,-90.0715323
29943,SCIACCA,USA,Agrigento,SPARTAN PRINCE,GENOA,08/17/1899,37.09024,-95.712891
29944,BAGHERIA,NEW YORK,Palermo,TARTAR PRINCE,GENOA,06/29/1899,40.7127753,-74.0059728
29945,SCIACCA,NEW YORK,Agrigento,SEMPIONE,NAPLES,11/04/1899,40.7127753,-74.0059728
29946,PALERMO,NEW YORK,Palermo,BIRMANIA,NAPLES & PALERMO,06/29/1891,40.7127753,-74.0059728
29947,BAGHERIA,BROOKLYN,Palermo,HESPERIA,NAPLES,10/15/1897,40.6781784,-73.9441579
29948,SCIACCA,NEW YORK,Agrigento,LA NORMANDIE,GENOA,12/22/1897,40.7127753,-74.0059728
29949,BURGIO,NEW YORK,Agrigento,PATRIA,NAPLES,10/07/1897,40.7127753,-74.0059728
29950,SCIACCA,NEW YORK,Agrigento,HESPERIA,NAPLES,04/17/1899,40.7127753,-74.0059728
29951,PALERMO,NEW YORK,Palermo,BIRMANIA,NAPLES & PALERMO,06/29/1891,40.7127753,-74.0059728
29952,PALERMO,NEW YORK,Palermo,VINCENZO FLORIO,NAPLES,12/20/1900,40.7127753,-74.0059728
29953,BAGHERIA,PITTSBURG-PA,Palermo,SPARTAN PRINCE,GENOA,05/16/1898,40.4406248,-79.9958864
29954,MESSINA,USA,Messina,ARCHIMEDE,PALERMO,05/03/1883,37.09024,-95.712891
29955,BAGHERIA,BROOKLYN,Palermo,ELYSIA,NAPLES,07/06/1897,40.6781784,-73.9441579
29956,BAGHERIA,NEW YORK,Palermo,MANILLA,NAPLES,10/8/1900,40.7127753,-74.0059728
29957,BAGHERIA,NEW YORK,Palermo,MANILLA,NAPLES,10/8/1900,40.7127753,-74.0059728
29958,SAN PIER NICETO,PA,Messina,WERRA,GENOA & NAPLES,11/30/1900,41.2033216,-77.1945247
29959,BURGIO,NEW YORK,Agrigento,PATRIA,NAPLES,10/07/1897,40.7127753,-74.0059728
29960,PALERMO,NEW YORK,Palermo,SARNIA,UNKNOWN,07/16/1897,40.7127753,-74.0059728
29961,PALERMO,NEW YORK,Palermo,SARNIA,UNKNOWN,07/16/1897,40.7127753,-74.0059728
29962,PALERMO,NEW YORK,Palermo,BIRMANIA,NAPLES & PALERMO,06/29/1891,40.7127753,-74.0059728
29963,PALERMO,NEW YORK,Palermo,BOLIVIA,NAPLES,05/15/1893,40.7127753,-74.0059728
29964,BAGHERIA,BOSTON MA,Palermo,MANILLA,NAPLES,5/31/1900,42.3600825,-71.0588801
29965,SCIACCA,NEW YORK,Agrigento,SEMPIONE,NAPLES,11/04/1899,40.7127753,-74.0059728
29966,SCIACCA,NEW YORK,Agrigento,ALESIA,MARSEILLES & NAPLES,06/08/1896,40.7127753,-74.0059728
29967,SCIACCA,NEW YORK,Agrigento,LA NORMANDIE,GENOA,12/22/1897,40.7127753,-74.0059728
29968,OLIVERI,NEW YORK,Messina,TROJAN PRINCE,GENOA,4/13/1900,40.7127753,-74.0059728
29969,OLIVERI,NEW YORK,Messina,TROJAN PRINCE,GENOA,4/13/1900,40.7127753,-74.0059728
29970,SCIACCA,USA,Agrigento,SPARTAN PRINCE,GENOA,10/19/1899,37.09024,-95.712891
29971,MESSINA,BOSTON,Messina,KAISER WILHELM II,GENOA,06/03/1899,42.3600825,-71.0588801
29973,ALIA,NEW-ORLEANS,Palermo,CALIFORNIA,NAPLES,06/08/1898,29.9510658,-90.0715323
29974,MARINEO,NEW YORK,Palermo,ALSATIA,NAPLES,12/24/1899,40.7127753,-74.0059728
29975,MARINEO,NEW YORK,Palermo,SCANDIA,NAPLES,02/21/1898,40.7127753,-74.0059728
29976,CORLEONE,NEW YORK,Palermo,SPARTAN PRINCE,UNKNOWN,09/24/1898,40.7127753,-74.0059728
29977,CORLEONE,NEW YORK,Palermo,SPARTAN PRINCE,UNKNOWN,09/24/1898,40.7127753,-74.0059728
29978,CORLEONE,NEW YORK,Palermo,SPARTAN PRINCE,UNKNOWN,09/24/1898,40.7127753,-74.0059728
29979,CORLEONE,NEW YORK,Palermo,SPARTAN PRINCE,UNKNOWN,09/24/1898,40.7127753,-74.0059728
29980,CACCAMO,PHILADELPHIA,Palermo,CALIFORNIA,NAPLES,10/29/1899,39.9525839,-75.1652215
29981,CORLEONE,NEW YORK,Palermo,SPARTAN PRINCE,UNKNOWN,09/24/1898,40.7127753,-74.0059728
29982,CORLEONE,NEW YORK,Palermo,SPARTAN PRINCE,UNKNOWN,09/24/1898,40.7127753,-74.0059728
29983,CORLEONE,NEW YORK,Palermo,SPARTAN PRINCE,UNKNOWN,09/24/1898,40.7127753,-74.0059728
29984,MARINEO,NEW YORK,Palermo,PATRIA,NAPLES,06/07/1897,40.7127753,-74.0059728
29985,TERRASINI,NEW YORK,Palermo,VICTORIA,NAPLES,5/16/1900,40.7127753,-74.0059728
29986,BIVONA,NEW-ORLEANS,Agrigento,SCANDIA,NAPLES,09/13/1897,29.9510658,-90.0715323
29987,BIVONA,NEW-ORLEANS,Agrigento,SCANDIA,NAPLES,09/13/1897,29.9510658,-90.0715323
29988,BIVONA,COLORADO,Agrigento,WERRA,GENOA & NAPLES,10/20/1900,39.5500507,-105.7820674
29989,NICOSIA,NEW YORK,Enna,TROJAN PRINCE,UNKNOWN,11/06/1898,40.7127753,-74.0059728
29990,MONTEVAGO,NEW YORK,Agrigento,GIAVA,NAPLES,06/09/1890,40.7127753,-74.0059728
29991,MARIANOPOLI,NEW YORK,Caltanissetta,ALESIA,MARSEILLES & NAPLES,05/07/1890,40.7127753,-74.0059728
29992,MESSINA,NEW YORK,Messina,CHANDERNAGOR,NAPLES,12/10/1891,40.7127753,-74.0059728
29993,MESSINA,NEW YORK,Messina,CHANDERNAGOR,NAPLES,12/10/1891,40.7127753,-74.0059728
29994,MESSINA,BOSTON,Messina,NEUSTRIA,MARSEILLES & NAPLES,07/25/1894,42.3600825,-71.0588801
29995,MESSINA,USA,Messina,ARCHIMEDE,PALERMO,05/03/1883,37.09024,-95.712891
29996,MESSINA,NEW YORK,Messina,CHANDERNAGOR,NAPLES,12/10/1891,40.7127753,-74.0059728
29997,MESSINA,NEW YORK,Messina,CHANDERNAGOR,NAPLES,12/10/1891,40.7127753,-74.0059728
29998,MESSINA,NEW YORK,Messina,CHANDERNAGOR,NAPLES,12/10/1891,40.7127753,-74.0059728
29999,SCIACCA,NEW YORK,Agrigento,TARTAR PRINCE,GENOA,11/16/1899,40.7127753,-74.0059728
30000,MARIANOPOLI,NEW YORK,Caltanissetta,ALSATIA,NAPLES,06/19/1890,40.7127753,-74.0059728
30001,PALERMO,BUFFALO,Palermo,BOLIVIA,NAPLES,05/15/1893,42.8864468,-78.8783689
30002,PALERMO,BUFFALO,Palermo,BOLIVIA,NAPLES,05/15/1893,42.8864468,-78.8783689
30003,PALERMO,BUFFALO,Palermo,BOLIVIA,NAPLES,05/15/1893,42.8864468,-78.8783689
30004,VALLEDOLMO,BUFFALO,Palermo,BELGRAVIA,NAPLES,04/28/1894,42.8864468,-78.8783689
30005,VALLEDOLMO,BUFFALO,Palermo,GIAVA,NAPLES & PALERMO,04/16/1891,42.8864468,-78.8783689
30006,VALLEDOLMO,NEW YORK,Palermo,ALESIA,NAPLES,05/03/1898,40.7127753,-74.0059728
30007,VALLEDOLMO,NEW YORK,Palermo,CALIFORNIA,GIBRALTAR & NAPLES,03/12/1894,40.7127753,-74.0059728
30008,VALLEDOLMO,BUFFALO,Palermo,INIZIATIVA,PALERMO,04/24/1893,42.8864468,-78.8783689
30009,VALLEDOLMO,NEW YORK,Palermo,ALESIA,NAPLES,05/03/1898,40.7127753,-74.0059728
30010,VALLEDOLMO,NEW YORK,Palermo,ALESIA,NAPLES,05/03/1898,40.7127753,-74.0059728
30011,VALLEDOLMO,NEW YORK,Palermo,CALIFORNIA,GIBRALTAR & NAPLES,03/12/1894,40.7127753,-74.0059728
30012,VALLEDOLMO,BUFFALO,Palermo,INIZIATIVA,PALERMO,04/24/1893,42.8864468,-78.8783689
30013,VALLEDOLMO,BUFFALO,Palermo,NEUSTRIA,MARSEILLES & NAPLES,05/03/1894,42.8864468,-78.8783689
30014,VALLEDOLMO,NEW YORK,Palermo,ALESIA,NAPLES,05/03/1898,40.7127753,-74.0059728
30015,VALLEDOLMO,BUFFALO,Palermo,BOLIVIA,NAPLES,05/01/1899,42.8864468,-78.8783689
30016,VALLEDOLMO,BUFFALO,Palermo,NEUSTRIA,MARSEILLES & NAPLES,05/03/1894,42.8864468,-78.8783689
30017,VALLEDOLMO,NEW YORK,Palermo,ALESIA,NAPLES,05/03/1898,40.7127753,-74.0059728
30018,VALLEDOLMO,BUFFALO NY,Palermo,KARAMANIA,NAPLES,03/04/1899,42.8864468,-78.8783689
30019,CIMINNA,NEW YORK,Palermo,BRITANNIA,NAPLES,09/20/1897,40.7127753,-74.0059728
30020,PALERMO,NEW YORK,Palermo,KARAMANIA,GIBRALTAR,07/24/1899,40.7127753,-74.0059728
30021,SCIACCA,NEW YORK,Agrigento,TROJAN PRINCE,GENOA,8/17/1900,40.7127753,-74.0059728
30022,MONTEDORO,BUFFALO,Caltanissetta,SCANDIA,NAPLES,06/23/1897,42.8864468,-78.8783689
30023,SCIACCA,NEW YORK,Agrigento,PATRIA,UNKNOWN,11/01/1898,40.7127753,-74.0059728
30024,MENFI,NEW YORK,Agrigento,CALIFORNIA,UNKNOWN,10/03/1898,40.7127753,-74.0059728
30025,SCIACCA,NEW YORK,Agrigento,ARCHIMEDE,NAPLES,10/09/1899,40.7127753,-74.0059728
30026,MENFI,NEW YORK,Agrigento,CALIFORNIA,UNKNOWN,10/03/1898,40.7127753,-74.0059728
30027,SCIACCA,SAN FRANCISCO,Agrigento,KAISER WILHELM II,GENOA,12/14/1899,37.7749295,-122.4194155
30028,SCIACCA,NEW YORK,Agrigento,PATRIA,UNKNOWN,11/01/1898,40.7127753,-74.0059728
30029,CALTABELLOTTA,NEW YORK,Agrigento,INIZIATIVA,NAPLES,07/13/1891,40.7127753,-74.0059728
30030,CALTABELLOTTA,NEW YORK,Agrigento,TROJAN PRINCE,NAPLES,03/11/1899,40.7127753,-74.0059728
30031,SCIACCA,NEW YORK,Agrigento,VINCENZO FLORIO,NAPLES,10/29/1900,40.7127753,-74.0059728
30032,MENFI,NEW-ORLEANS-LA,Agrigento,MONTEBELLO,PALERMO,11/22/1895,29.9510658,-90.0715323
30033,SCIACCA,NEW YORK,Agrigento,SEMPIONE,NAPLES,1/8/1900,40.7127753,-74.0059728
30034,MENFI,BROOKLYN,Agrigento,CALIFORNIA,UNKNOWN,10/03/1898,40.6781784,-73.9441579
30035,SCIACCA,NEW YORK,Agrigento,ENTELLA,NAPLES,07/05/1893,40.7127753,-74.0059728
30036,SCIACCA,NEW YORK,Agrigento,ARCHIMEDE,NAPLES,08/04/1899,40.7127753,-74.0059728
30037,MESSINA,NEW YORK,Messina,GERGOVIA,NAPLES,04/12/1893,40.7127753,-74.0059728
30038,PALERMO,USA,Palermo,UTOPIA,NAPLES & PALERMO,04/09/1890,37.09024,-95.712891
30039,PALERMO,BROOKLYN NY,Palermo,MARCO MINGHETTI,PALERMO,5/15/1900,40.6781784,-73.9441579
30040,MILO,NEW YORK,Catania,GRAN ANTILLO,NAPLES,6/12/1900,40.7127753,-74.0059728
30041,SCIACCA,SAN FRANCISCO,Agrigento,EMS,GENOA,07/12/1899,37.7749295,-122.4194155
30042,PALERMO,NEW YORK,Palermo,INIZIATIVA,NAPLES,07/13/1891,40.7127753,-74.0059728
30043,PALERMO,NEW YORK,Palermo,WASHINGTON,PALERMO,09/03/1881,40.7127753,-74.0059728
30044,CALTABELLOTTA,NEW YORK,Agrigento,MARCO MINGHETTI,PALERMO,5/15/1900,40.7127753,-74.0059728
30045,CALTABELLOTTA,PITTSBURG PA,Agrigento,EMS,GENOA,8/30/1900,40.4406248,-79.9958864
30046,TRABIA,S.FRANCISCO CA,Palermo,VICTORIA,NAPLES,06/27/1898,37.7749295,-122.4194155
30047,TUSA,NEW YORK,Messina,PATRIA,MARSEILLES & NAPLES,11/4/1900,40.7127753,-74.0059728
30048,PALERMO,NEW YORK,Palermo,ALSATIA,NAPLES,06/04/1888,40.7127753,-74.0059728
30049,CASTELBUONO,NEW YORK,Palermo,TARTAR PRINCE,GENOA,11/16/1899,40.7127753,-74.0059728
30050,CALTABELLOTTA,NEW YORK,Agrigento,ARCHIMEDE,GENOA & NAPLES,11/19/1900,40.7127753,-74.0059728
30051,CASTELBUONO,NEW YORK,Palermo,TARTAR PRINCE,GENOA,11/16/1899,40.7127753,-74.0059728
30052,BIVONA,NEW YORK,Agrigento,MANILLA,NAPLES,5/31/1900,40.7127753,-74.0059728
30053,CALTABELLOTTA,NEW YORK,Agrigento,ARCHIMEDE,GENOA & NAPLES,11/19/1900,40.7127753,-74.0059728
30054,PALERMO,NEW YORK,Palermo,GOTTARDO,NAPLES,09/07/1885,40.7127753,-74.0059728
30058,MESSINA,NEW YORK,Messina,VICTORIA,NAPLES,5/16/1900,40.7127753,-74.0059728
30059,MESSINA,NEW YORK,Messina,VICTORIA,NAPLES,5/16/1900,40.7127753,-74.0059728
30060,PALERMO,BROOKLYN,Palermo,STURA,NAPLES,05/09/1892,40.6781784,-73.9441579
30061,PALERMO,PITTSBURG,Palermo,BIRMANIA,NAPLES & PALERMO,11/04/1890,40.4406248,-79.9958864
30062,TERRASINI,BUFFALO NY,Palermo,TROJAN PRINCE,NAPLES,03/11/1899,42.8864468,-78.8783689
30063,PALERMO,PITTSBURG,Palermo,BIRMANIA,NAPLES & PALERMO,11/04/1890,40.4406248,-79.9958864
30064,TERRASINI,BUFFALO NY,Palermo,TROJAN PRINCE,NAPLES,03/11/1899,42.8864468,-78.8783689
30065,PALERMO,OHIO,Palermo,ELYSIA,NAPLES,07/05/1893,40.4172871,-82.907123
30066,PALERMO,NEW YORK,Palermo,VICTORIA,GIBRALTAR & NAPLES,05/29/1893,40.7127753,-74.0059728
30067,MARINEO,NEW YORK,Palermo,VINCENZO FLORIO,NAPLES,6/9/1900,40.7127753,-74.0059728
30068,MARINEO,NEW YORK,Palermo,OREGON,NAPLES,02/10/1897,40.7127753,-74.0059728
30069,MARINEO,NEW YORK,Palermo,SEMPIONE,GENOA,06/26/1899,40.7127753,-74.0059728
30070,PALERMO,BOSTON,Palermo,BIRMANIA,NAPLES & PALERMO,11/04/1890,42.3600825,-71.0588801
30071,MARINEO,NEW YORK,Palermo,ARCHIMEDE,GENOA & NAPLES,11/19/1900,40.7127753,-74.0059728
30072,MARINEO,NEW YORK,Palermo,VINCENZO FLORIO,NAPLES,6/9/1900,40.7127753,-74.0059728
30073,CACCAMO,NEW YORK,Palermo,TROJAN PRINCE,GENOA,8/17/1900,40.7127753,-74.0059728
30074,PALERMO,NEW YORK,Palermo,LETIMBRO,NAPLES,04/28/1894,40.7127753,-74.0059728
30075,PALERMO,PITTSBURG,Palermo,ALSATIA,NAPLES,06/04/1888,40.4406248,-79.9958864
30076,TRABIA,BOSTON-MA,Palermo,AUGUSTA VICTORIA,GENOA,04/04/1899,42.3600825,-71.0588801
30077,PALERMO,BOSTON MA,Palermo,VINCENZO FLORIO,NAPLES,10/29/1900,42.3600825,-71.0588801
30078,TRABIA,PITTSBURG,Palermo,SAALE,GENOA,04/12/1899,40.4406248,-79.9958864
30079,PALERMO,BROOKLYN,Palermo,BRITANNIA,NAPLES,09/20/1897,40.6781784,-73.9441579
30080,PALERMO,BROOKLYN,Palermo,CALIFORNIA,NAPLES,06/08/1898,40.6781784,-73.9441579
30082,CACCAMO,NEW YORK,Palermo,OREGON,NAPLES,06/24/1897,40.7127753,-74.0059728
30083,PALERMO,UTTICA,Palermo,SAALE,GENOA,06/22/1899,43.100903,-75.232664
30084,TERMINI IMERESE,PITTSBURGH,Palermo,KAISER WILHELM II,GENOA,11/02/1899,40.4406248,-79.9958864
30085,TERMINI IMERESE,PITTSBURGH,Palermo,KAISER WILHELM II,GENOA,11/02/1899,40.4406248,-79.9958864
30086,TERMINI IMERESE,PITTSBURGH,Palermo,KAISER WILHELM II,GENOA,11/02/1899,40.4406248,-79.9958864
30087,CACCAMO,NEW YORK,Palermo,EMS,GENOA,07/12/1899,40.7127753,-74.0059728
30088,TERMINI IMERESE,PITTSBURGH,Palermo,KAISER WILHELM II,GENOA,11/02/1899,40.4406248,-79.9958864
30089,TERMINI IMERESE,PITTSBURGH,Palermo,KAISER WILHELM II,GENOA,11/02/1899,40.4406248,-79.9958864
30090,PALERMO,LOUISVILLE,Palermo,ELYSIA,NAPLES,12/19/1892,38.2526647,-85.7584557
30091,TORRETTA,NEW YORK,Palermo,TRAVE,GENOA,3/21/1900,40.7127753,-74.0059728
