ManifestID,ShipName,Port,Arrival
80719,SIMON,HAVRE,09/28/1885
80720,AMERIQUE,HAVRE,09/30/1885
80721,PENNLAND,ANTWERP,10/01/1885
80722,CITY OF CHICAGO,LIVERPOOL & QUEENSTOWN,08/21/1885
80723,GERMANIC,LIVERPOOL,09/05/1885
80724,ACAPULCO,"ASPINWALL, PANAMA",10/03/1885
80725,ZAANDAM,AMSTERDAM,10/03/1885
80726,SAINT LAURENT,HAVRE,10/08/1885
80727,LA NORMANDIE,HAVRE,10/12/1885
80728,COLON,GIBRALTAR & LEGHORN,10/14/1885
80729,CHATEAU MARGAUX,BORDEAUX,10/14/1885
80730,CANADA,HAVRE,10/21/1885
80731,CITY OF CHESTER,LIVERPOOL & QUEENSTOWN,10/23/1885
80732,TRINIDAD,KINGSTON,10/24/1885
80733,INDIPENDENTE,PALERMO,10/26/1885
80734,ALEXANDRIA,NAPLES,10/26/1885
80735,LABRADOR,HAVRE,10/26/1885
80736,ALESIA,NAPLES,10/30/1885
80737,AMERIQUE,HAVRE,11/04/1885
80738,ARCHIMEDE,MESSINA,11/04/1885
80739,SAINT GERMAIN,HAVRE,11/12/1885
80740,ACAPULCO,"ASPINWALL, PANAMA",11/14/1885
80741,NEUSTRIA,NAPLES,11/16/1885
80742,LA NORMANDIE,HAVRE,11/16/1885
80743,OLYMPIA,"GENOA, GIBRALTAR & NAPLES",11/17/1885
80744,ZAANDAM,AMSTERDAM,11/18/1885
80745,DE RUYTER,BORDEAUX,11/20/1885
80746,SAINT LAURENT,HAVRE,11/25/1885
80747,CITY OF CHESTER,LIVERPOOL & QUEENSTOWN,11/27/1885
80748,NOORDLAND,ANTWERP,11/27/1885
80749,CHATEAU LAFITE,BORDEAUX,11/27/1885
80750,GOTTARDO,PALERMO,11/27/1885
80751,GERMANIC,LIVERPOOL,11/28/1885
80752,CANADA,HAVRE,12/02/1885
80753,BELGENLAND,ANTWERP,12/04/1885
80754,INDIA,NAPLES,12/05/1885
80755,DARIAN,MESSINA,12/05/1885
80756,BURGUNDIA,NAPLES,12/09/1885
80757,LABRADOR,HAVRE,12/11/1885
80758,CHATEAU MARGAUX,BORDEAUX,12/14/1885
80759,ZEELAND,ANTWERP,12/15/1885
80760,SAINT GERMAIN,HAVRE,12/16/1885
80761,ACAPULCO,GIBRALTAR & LEGHORN,12/17/1885
80762,ITALIA,NAPLES & TRIESTE,12/21/1885
80763,LA NORMANDIE,HAVRE,12/21/1885
80764,SCHIEDAM,AMSTERDAM,12/22/1885
80765,WAESLAND,ANTWERP,12/26/1885
80766,SAINT LAURENT,HAVRE,12/30/1885
80767,SARATOGA,HAVANA,01/04/1886
80768,ELYSIA,NAPLES & PALERMO,01/04/1886
80769,AMERIQUE,HAVRE,01/06/1886
80770,STATE OF NEVADA,GLASGOW & LARNE,01/11/1886
80771,CANADA,HAVRE,01/14/1886
80772,ACAPULCO,GIBRALTAR & LEGHORN,01/15/1886
80773,CHATEAU LAFITE,BORDEAUX,01/18/1886
80774,LETIMBRO,PALERMO,01/19/1886
80775,LABRADOR,HAVRE,01/20/1886
80776,NEUSTRIA,NAPLES,01/21/1886
80777,ALESIA,MARSEILLES & NAPLES,01/04/1886
80778,SAINT SIMON,HAVRE,02/01/1886
80780,RHYNLAND,ANTWERP,02/26/1886
80781,CANADA,HAVRE,02/24/1886
80782,AMERIQUE,HAVRE,02/17/1886
80783,ARCHIMEDES,NAPLES,02/13/1886
80784,BURGUNDIA,UNKNOWN,02/12/1886
80785,SAINT LAURENT,HAVRE,02/12/1886
80786,INDIPENDENTE,NAPLES & PALERMO,02/08/1886
80787,SAINT GERMAIN,HAVRE,02/02/1886
80788,ADRIATIC,LIVERPOOL & QUEENSTOWN,02/15/1886
80789,CHATEAU MARGAUX,BORDEAUX,02/18/1886
80790,LABRADOR,HAVRE,03/04/1886
80791,SAINT LAURENT,HAVRE,03/18/1886
80792,OLYMPIA,GIBRALTAR & NAPLES,03/11/1886
80793,CHATEAU LAFITE,BORDEAUX,03/22/1886
80794,LA NORMANDIE,HAVRE,03/29/1886
80795,BELGENLAND,ANTWERP,03/12/1886
80796,SAINT GERMAIN,HAVRE,03/09/1886
80797,NEDERLAND,ANTWERP,03/08/1886
80798,PHILADELPHIA,LA GUAIRA & PUERTO CABELLO,03/08/1886
80799,RHYNLAND,ANTWERP,04/10/1886
80800,GERGOVIA,NAPLES,04/10/1886
80801,COLON,"ASPINWALL, PANAMA",04/03/1866
80802,WAESLAND,ANTWERP,03/19/1886
80803,INIZIATIVA,PALERMO,03/25/1886
80804,AMERIQUE,HAVRE,03/25/1886
80805,CHATEAU YQUEM,NAPLES,03/27/1886
80806,INDIPENDENTE,NAPLES & PALERMO,04/14/1886
80807,PENNLAND,ANTWERP,04/03/1886
80808,CANADA,HAVRE,04/09/1886
80809,LABRADOR,HAVRE,04/15/1886
80810,CHATEAU MARGAUX,BORDEAUX,04/17/1886
80811,COLUMBIA,NAPLES,04/30/1886
80812,INDIA,"NAPLES, PALERMO & TRIESTE",04/27/1886
80813,UTOPIA,TRIESTE,04/22/1886
80814,SAINT GERMAIN,HAVRE,04/21/1886
80815,BELGENLAND,ANTWERP,04/22/1886
80816,ZAANDAM,AMSTERDAM,04/24/1886
80817,SAINT LAURENT,HAVRE,04/27/1886
80818,CILURNUM,NAPLES,04/29/1886
80819,LA NORMANDIE,HAVRE,05/03/1886
80820,AUSTRALIA,MEDITERRANEAN PORTS & TRIESTE,05/04/1886
80821,CITY OF MONTREAL,LIVERPOOL,05/04/1886
80822,NEWPORT,"ASPINWALL, PANAMA",05/19/1886
80823,BRITANNIA,MARSEILLES & NAPLES,05/11/1886
80824,AMERIQUE,HAVRE,05/12/1886
80825,CHATEAU LAFITE,BORDEAUX,05/15/1886
80826,PENNLAND,ANTWERP,05/13/1886
80827,LABRADOR,HAVRE,05/18/1886
80828,ACAPULCO,"ASPINWALL, PANAMA",05/20/1886
80829,RHYNLAND,ANTWERP,05/20/1886
80830,POITOU,GIBRALTAR & MARSEILLE,05/21/1886
80831,PLATA,PALERMO,05/24/1886
80832,ALESIA,NAPLES,05/25/1886
80833,CITY OF PARA,"ASPINWALL, PANAMA",05/25/1886
80834,CANADA,HAVRE,05/26/1886
80835,CARACAS,LA GUAIRA & PUERTO CABELLO,05/29/1886
80836,LA CHAMPAGNE,HAVRE,05/31/1886
80837,STATE OF INDIANA,GLASGOW & LARNE,06/03/1886
80838,OLYMPIA,NAPLES,06/03/1886
80839,COLON,"ASPINWALL, PANAMA",06/03/1886
80840,ALEXANDRIA,MEDITERRANEAN PORTS,06/07/1886
80841,NEWPORT,"ASPINWALL, PANAMA",06/08/1886
80842,WAESLAND,ANTWERP,06/09/1886
80843,LA NORMANDIE,HAVRE,06/07/1886
80844,INDIPENDENTE,NAPLES & PALERMO,06/11/1886
80845,ASSYRIA,MEDITERRANEAN PORTS,06/12/1886
80846,GERGOVIA,NAPLES,06/14/1886
80847,CHATEAU MARGAUX,BORDEAUX,06/15/1886
80848,SAINT LAURENT,HAVRE,06/17/1886
80849,ACAPULCO,"ASPINWALL, PANAMA",06/18/1886
80850,PHILADELPHIA,LA GUAIRA & PUERTO CABELLO,06/22/1886
80851,LABRADOR,HAVRE,06/23/1886
80852,CITY OF ALEXANDRIA,HAVANA & MEDITERRANEAN PORTS,06/24/1886
80853,TRINACRIA,NAPLES,06/29/1886
80854,LA BOURGOGNE,HAVRE,06/28/1886
80855,BURGUNDIA,NAPLES,06/30/1886
80856,CITY OF PARA,"ASPINWALL, PANAMA",06/25/1886
80857,PENNLAND,ANTWERP,06/25/1886
80858,BELGENLAND,ANTWERP,07/15/1886
80859,LA NORMANDIE,HAVRE,07/12/1886
80860,RHYNLAND,ANTWERP,07/01/1886
80861,COLON,"ASPINWALL, PANAMA",07/02/1886
80862,INIZIATIVA,GIBRALTAR & NAPLES,07/02/1886
80863,LA CHAMPAGNE,HAVRE,07/05/1886
80864,INDIA,NAPLES,07/08/1886
80865,LEERDAM,ROTTERDAM,07/12/1886
80866,NOORDLAND,ANTWERP,07/08/1886
80867,ARCHIMEDES,MEDITERRANEAN PORTS,07/16/1886
80868,ZAANDAM,AMSTERDAM,07/20/1886
80869,CALEDONIA,NAPLES,07/19/1886
80870,SAINT LAURENT,HAVRE,07/24/1886
80871,ITALIA,PALERMO,07/24/1886
80872,LABRADOR,HAVRE,07/28/1886
80873,COLON,"ASPINWALL, PANAMA",08/02/1886
80874,LA BOURGOGNE,HAVRE,08/02/1886
80875,PENNLAND,ANTWERP,08/05/1886
80876,CARACAS,LA GUAIRA & PUERTO CABELLO,08/07/1886
80877,SPAIN,LIVERPOOL,08/02/1886
80878,P. CALAND,ROTTERDAM,08/07/1886
80879,ELYSIA,MEDITERRANEAN PORTS & NAPLES,08/09/1886
80880,LA CHAMPAGNE,HAVRE,08/09/1886
80881,ROSSE,RIO DE JANEIRO,08/09/1886
80882,RHYNLAND,ANTWERP,08/12/1886
80883,CHATEAU MARGAUX,BORDEAUX,07/16/1886
80884,LA NORMANDIE,HAVRE,08/16/1886
80885,SIDONIAN,MESSINA & PALERMO,08/18/1886
80886,BURGUNDIA,NAPLES,08/23/1886
80887,LEERDAM,ROTTERDAM,08/23/1886
80888,CITY OF PARA,"ASPINWALL, PANAMA",08/25/1886
80889,LA BOURGOGNE,HAVRE,08/30/1886
80890,ZAANDAM,AMSTERDAM,08/30/1886
80891,LA BRETAGNE,HAVRE,08/23/1886
80892,BRITANNIA,MARSEILLES & NAPLES,09/16/1886
80893,LA NORMANDIE,HAVRE,09/13/1886
80894,LA CHAMPAGNE,HAVRE,09/06/1886
80895,COLUMBIA,NAPLES & PALERMO,09/04/1886
80896,WAESLAND,ANTWERP,09/02/1886
80897,POLCEVERA,NAPLES,09/07/1886
80898,LA BRETAGNE,HAVRE,09/20/1886
80899,ACAPULCO,"ASPINWALL, PANAMA",09/18/1886
80900,DORIAN,LEGHORN,09/18/1886
80901,PENNLAND,ANTWERP,09/17/1886
80902,LA GASCOGNE,HAVRE,09/27/1886
80903,STURA,GIBRALTAR & PALERMO,09/30/1886
80904,ALEXANDRIA,NAPLES,10/15/1886
80905,ZAANDAM,AMSTERDAM,10/11/1886
80906,LA BOURGOGNE,HAVRE,10/04/1886
80907,BELGENLAND,ANTWERP,10/07/1886
80908,ALESIA,NAPLES,10/11/1886
80909,CHATEAU MARGAUX,BORDEAUX,10/11/1886
80910,LA CHAMPAGNE,HAVRE,10/11/1886
80911,CHERIBON,NAPLES,11/16/1886
80912,WAESLAND,ANTWERP,10/14/1886
80913,LA NORMANDIE,HAVRE,10/18/1886
80914,LA BRETAGNE,HAVRE,10/25/1886
80915,PENNLAND,ANTWERP,10/29/1886
80916,WESTERNLAND,ANTWERP,10/21/1886
80917,INDIPENDENTE,NAPLES & PALERMO,10/25/1886
80918,LA BOURGOGNE,HAVRE,11/08/1886
80919,EUROPA,MESSINA,11/06/1886
80920,RHYNLAND,ANTWERP,11/04/1886
80921,CHATEAU YQUEM,BORDEAUX,11/01/1886
80922,LA GASCOGNE,HAVRE,11/01/1886
80923,ELYSIA,MEDITERRANEAN PORTS,11/15/1886
80924,NOORDLAND,ANTWERP,11/12/1886
80925,FINANCE,RIO DE JANEIRO,11/09/1886
80926,UMBRIA,LIVERPOOL,11/15/1886
80927,CHATEAU MARGAUX,BORDEAUX,11/30/1886
80928,ZAANDAM,AMSTERDAM,11/29/1886
80929,NEDERLAND,ANTWERP,11/29/1886
80930,LA BRETAGNE,HAVRE,11/29/1886
80931,LA NORMANDIE,HAVRE,11/23/1886
80932,BELGENLAND,ANTWERP,11/19/1886
80933,ENTELLA,MEDITERRANEAN PORTS,11/19/1886
80934,LEERDAM,ROTTERDAM,11/17/1886
80935,LA CHAMPAGNE,HAVRE,11/16/1886
80936,BRITANNIA,NAPLES,11/19/1886
80937,BURGUNDIA,MARSEILLES,11/03/1886
80938,BURGUNDIA,NAPLES,12/12/1886
80939,POLCEVERA,PALERMO,12/13/1886
80940,PENNLAND,ANTWERP,12/13/1886
80941,CASCHERNIRE,MARSEILLES,12/02/1886
80942,LA GASCOGNE,HAVRE,12/07/1886
80943,WESTERNLAND,ANTWERP,12/02/1886
80944,INDIA,FIUME & NAPLES,12/02/1886
80945,NEUSTRIA,MARSEILLES & NAPLES,12/01/1886
80946,RHYNLAND,ANTWERP,12/22/1886
80947,CHATEAU LEOVILLE,BORDEAUX,12/21/1886
80948,CHERIBON,NAPLES,12/20/1886
80949,LA CHAMPAGNE,HAVRE,12/20/1886
80950,LA BOURGOGNE,HAVRE,12/16/1886
80951,WAESLAND,ANTWERP,12/31/1886
80952,LA BRETAGNE,HAVRE,12/27/1886
80953,NOORDLAND,ANTWERP,12/24/1886
80954,ITALIA,MEDITERRANEAN PORTS,12/23/1886
80955,LA NORMANDIE,HAVRE,01/03/1887
80956,WESTERNLAND,ANTWERP,01/13/1887
80957,LA BOURGOGNE,HAVRE,01/24/1887
80958,LEERDAM,ROTTERDAM,01/03/1887
80959,LA BRETAGNE,HAVRE,01/31/1887
80960,LA GASCOGNE,HAVRE,01/10/1887
80961,W A SCHOLTEN,ROTTERDAM,01/25/1887
80962,LA CHAMPAGNE,HAVRE,01/17/1887
80963,CHATEAU LAFITE,BORDEAUX,01/07/1887
80965,STURA,PALERMO,01/28/1887
80966,EDAM,AMSTERDAM,02/01/1887
80967,LA NORMANDIE,HAVRE,02/09/1887
80968,LA CHAMPAGNE,HAVRE,02/14/1887
80969,ALESIA,NAPLES,02/16/1887
80970,ELYSIA,MEDITERRANEAN PORTS,02/21/1887
80971,LEERDAM,ROTTERDAM,02/21/1887
80972,BELGENLAND,ANTWERP,02/18/1887
80973,LA BOURGOGNE,HAVRE,02/21/1887
80974,RHYNLAND,ANTWERP,02/24/1887
80975,LA BRETAGNE,HAVRE,03/01/1887
80976,ROTTERDAM,ROTTERDAM,03/01/1887
80977,LA GASCOGNE,HAVRE,03/08/1887
80978,NEWPORT,GIBRALTAR & LEGHORN,03/14/1887
80979,CHERIBON,NAPLES,03/09/1887
80980,ENTELLA,PALERMO,03/09/1887
80981,W A SCHOLTEN,ROTTERDAM,03/14/1887
80982,PENNLAND,ANTWERP,03/19/1887
80983,REPUBLIC,LIVERPOOL & QUEENSTOWN,03/26/1887
80984,LA BRETAGNE,HAVRE,03/28/1887
80985,P. CALAND,ROTTERDAM,03/28/1887
80986,WAESLAND,ANTWERP,03/28/1887
80987,PHILADELPHIA,Undefined Code,03/29/1887
80988,LA BOURGOGNE,HAVRE,03/21/1887
80989,ETHIOPIA,GLASGOW & MOVILLE,03/31/1887
80990,ALSATIA,NAPLES,03/24/1887
80991,CHATEAU LAFITE,BORDEAUX,03/22/1887
80992,COLON,GIBRALTAR & LEGHORN,04/04/1887
80993,BELGENLAND,ANTWERP,04/02/1887
80994,LA GASCOGNE,HAVRE,04/04/1887
80995,EDAM,AMSTERDAM,04/06/1887
80996,SANTIAGO,"CIENFUEGOS, NASSAU & SANTIAGO",04/08/1887
80997,MARCO MINGHETTI,PALERMO,04/08/1887
80998,CHATEAU LEOVILLE,BORDEAUX,04/09/1887
80999,LA NORMANDIE,HAVRE,04/11/1887
81000,GOTTARDO,PALERMO,04/12/1887
81001,OLYMPIA,NAPLES,04/12/1887
81002,ROTTERDAM,ROTTERDAM,04/15/1887
81003,LA BOURGOGNE,HAVRE,04/18/1887
81004,WESTERNLAND,ANTWERP,04/21/1887
81005,ZAANDAM,AMSTERDAM,04/25/1887
81006,LA BRETAGNE,HAVRE,04/25/1887
81007,CITY OF PARA,GIBRALTAR & LEGHORN,04/25/1887
81008,ALENE,KINGSTON & LIMON,04/27/1887
81009,BURGUNDIA,NAPLES,04/28/1887
81010,PENNLAND,ANTWERP,04/28/1887
81011,STURA,PALERMO,04/30/1887
81012,LA GASCOGNE,HAVRE,05/02/1887
81013,PHILADELPHIA,LA GUAIRA & PUERTO CABELLO,05/03/1887
81014,CITY OF WASHINGTON,HAVANA,05/04/1887
81015,COLUMBIA,NAPLES,05/05/1887
81016,GERGOVIA,NAPLES,05/05/1887
81017,P. CALAND,ROTTERDAM,05/06/1887
81018,WAESLAND,ANTWERP,05/06/1887
81019,UTOPIA,NAPLES & TRIESTE,05/07/1887
81020,LA NORMANDIE,HAVRE,05/09/1887
81021,PANAMA,HAVANA,05/11/1887
81022,CHATEAU YQUEM,BORDEAUX,05/11/1887
81023,CHERIBON,NAPLES,05/11/1887
81024,ELYSIA,"GENOA, LEGHORN & NAPLES",05/11/1887
81025,NOORDLAND,ANTWERP,05/19/1887
81026,LA GASCOGNE,HAVRE,05/30/1887
81027,SCHIEDAM,AMSTERDAM,04/11/1887
81028,AUSTRALIA,NAPLES,06/06/1887
81029,ALSATIA,NAPLES,06/08/1887
81030,CHANDERNAGOR,NAPLES,06/13/1887
81031,ROTTERDAM,ROTTERDAM,05/27/1887
81032,LA BOURGOGNE,HAVRE,05/26/1887
81033,RHYNLAND,ANTWERP,05/25/1887
81034,CHATEAU LAFITE,NAPLES,06/03/1887
81035,LA NORMANDIE,HAVRE,06/06/1887
81036,CHATEAU LEOVILLE,BORDEAUX,06/08/1887
81037,CALEDONIA,NAPLES,06/11/1887
81038,LEERDAM,ROTTERDAM,06/13/1887
81039,LA BRETAGNE,HAVRE,06/13/1887
81040,PLATA,PALERMO,06/15/1887
81041,GOTTARDO,PALERMO,06/17/1887
81042,WAESLAND,ANTWERP,06/17/1887
81043,LA BOURGOGNE,HAVRE,06/20/1887
81044,CARACAS,CURACAO,06/20/1887
81045,INIZIATIVA,PALERMO,06/21/1887
81046,BURGUNDIA,NAPLES,06/21/1887
81047,CHATEAU MARGAUX,BORDEAUX,06/23/1887
81048,LA GASCOGNE,HAVRE,06/27/1887
81049,ITALIA,"GIBRALTAR, NAPLES & PALERMO",06/29/1887
81050,LA NORMANDIE,HAVRE,07/05/1887
81051,RHYNLAND,ANTWERP,07/07/1887
81052,ALEXANDRIA,NAPLES,07/08/1887
81053,LA BRETAGNE,HAVRE,07/11/1887
81054,CHERIBON,NAPLES,07/13/1887
81055,ARCHIMEDES,NAPLES,07/13/1887
81056,WESTERNLAND,ANTWERP,07/14/1887
81057,LA BOURGOGNE,HAVRE,07/18/1887
81058,CHATEAU YQUEM,BORDEAUX,07/21/1887
81059,TRINACRIA,NAPLES & PALERMO,07/22/1887
81060,LA CHAMPAGNE,HAVRE,07/25/1887
81061,ALESIA,NAPLES,07/25/1887
81062,INDIPENDENTE,NAPLES & PALERMO,07/29/1887
81063,LA GASCOGNE,HAVRE,08/01/1887
81064,COLON,GIBRALTAR & LEGHORN,08/02/1887
81065,NOORDLAND,ANTWERP,08/05/1887
81066,NEUSTRIA,NAPLES,08/08/1887
81067,CHANDERNAGOR,NAPLES,08/08/1887
81068,UTOPIA,"GIBRALTAR, NAPLES & PALERMO",07/08/1887
81069,LA NORMANDIE,HAVRE,08/08/1887
81070,RHYNLAND,ANTWERP,08/10/1887
81071,LA BRETAGNE,HAVRE,08/15/1887
81072,CHATEAU MARGAUX,BORDEAUX,08/18/1887
81073,COLUMBIA,GIBRALTAR & PALERMO,08/19/1887
81074,LA CHAMPAGNE,HAVRE,08/22/1887
81075,BELGENLAND,ANTWERP,08/24/1887
81076,CITY OF PARA,"ASPINWALL, PANAMA",08/24/1887
81077,ZAANDAM,AMSTERDAM,08/29/1887
81078,GOTTARDO,NAPLES,08/20/1887
81079,LA GASCOGNE,HAVRE,08/29/1887
81080,WAESLAND,ANTWERP,09/05/1887
81081,LA NORMANDIE,HAVRE,09/06/1887
81082,ALSATIA,MEDITERRANEAN PORTS & NAPLES,09/09/1887
81083,LA BOURGOGNE,HAVRE,09/12/1887
81084,RHYNLAND,ANTWERP,09/15/1887
81085,LA CHAMPAGNE,HAVRE,09/19/1887
81086,CHATEAU YQUEM,BORDEAUX,09/19/1887
81087,WESTERNLAND,ANTWERP,09/21/1887
81088,HINDOUSTAN,MARSEILLES & NAPLES,09/23/1887
81089,LA GASCOGNE,HAVRE,09/26/1887
81090,BELGENLAND,ANTWERP,09/28/1887
81091,LA BRETAGNE,HAVRE,10/03/1887
81092,CHATEAU LAFITE,BORDEAUX,10/03/1887
81093,ALESIA,NAPLES,10/04/1887
81094,WAESLAND,ANTWERP,10/06/1887
81095,LA BOURGOGNE,HAVRE,10/10/1887
81096,NEWPORT,"ASPINWALL, PANAMA",10/13/1887
81097,BRITANNIC,MARSEILLES & NAPLES,10/15/1887
81098,LA CHAMPAGNE,HAVRE,10/17/1887
81099,TRINACRIA,"FIUME, NAPLES & TRIESTE",10/17/1887
81100,INDIPENDENTE,"MEDITERRANEAN PORTS, TRIESTE & PALERMO",10/18/1887
81101,RHYNLAND,ANTWERP,10/19/1887
81102,CHATEAU LEOVILLE,BORDEAUX,10/21/1887
81103,LA GASCOGNE,HAVRE,10/24/1887
81104,WESTERNLAND,ANTWERP,10/26/1887
81105,LA BRETAGNE,HAVRE,10/31/1887
81106,CHATEAU YQUEM,BORDEAUX,11/07/1887
81107,LA NORMANDIE,HAVRE,11/08/1887
81108,BELGENLAND,ANTWERP,11/14/1887
81109,LA BOURGOGNE,HAVRE,11/14/1887
81110,WAESLAND,ANTWERP,11/19/1887
81111,LA CHAMPAGNE,HAVRE,11/21/1887
81112,NOORDLAND,ANTWERP,11/23/1887
81113,CHATEAU LAFITE,BORDEAUX,11/28/1887
81114,LA GASCOGNE,HAVRE,11/28/1887
81115,LA BRETAGNE,HAVRE,12/05/1887
81116,WESTERNLAND,ANTWERP,12/07/1887
81117,ALSATIA,NAPLES,12/10/1887
81118,CHANDERNAGOR,NAPLES,12/13/1887
81119,PENNLAND,ANTWERP,12/17/1887
81120,B. IGLESIAS,HAVRE,12/20/1887
81121,CITY OF PARA,GIBRALTAR & LEGHORN,12/23/1887
81122,CHATEAU LEOVILLE,BORDEAUX,12/24/1887
81123,LA CHAMPAGNE,HAVRE,12/26/1887
81124,LA BRETAGNE,HAVRE,01/02/1888
81125,SCHIEDAM,AMSTERDAM,01/03/1888
81126,NOORDLAND,ANTWERP,01/04/1888
81127,BOLIVIA,NAPLES,01/04/1888
81128,LA NORMANDIE,HAVRE,01/09/1888
81129,SWITZERLAND,ANTWERP,01/16/1888
81130,AMSTERDAM,ROTTERDAM,01/16/1888
81131,LA GASCOGNE,HAVRE,01/18/1888
81132,BRITANNIA,MARSEILLES & NAPLES,01/21/1888
81133,LA BOURGOGNE,HAVRE,01/23/1888
81134,CHATEAU MARGAUX,BORDEAUX,01/30/1888
81135,LA CHAMPAGNE,HAVRE,01/30/1888
81136,BURGUNDIA,NAPLES,01/30/1888
81137,TRINACRIA,NAPLES & TRIESTE,02/01/1888
81138,BELGENLAND,ANTWERP,02/03/1888
81139,COLUMBIA,NAPLES,02/04/1888
81140,LA NORMANDIE,HAVRE,02/07/1888
81141,ROTTERDAM,ROTTERDAM,02/11/1888
81142,LA GASCOGNE,HAVRE,02/13/1888
81143,ENTELLA,"AGRIGENTO, MESSINA & NAPLES",02/14/1888
81144,CHANDERNAGOR,MARSEILLES & NAPLES,02/15/1888
81145,OLYMPIA,NAPLES,02/15/1888
81146,NOORDLAND,ANTWERP,02/15/1888
81147,LA BOURGOGNE,ANTWERP,02/20/1888
81148,SCHIEDAM,AMSTERDAM,02/20/1888
81149,CHATEAU LAFITE,BORDEAUX,02/23/1888
81150,ALESIA,NAPLES,02/23/1888
81151,LA CHAMPAGNE,HAVRE,02/27/1888
81152,WESTERNLAND,ANTWERP,02/29/1888
81153,CALIFORNIA,NAPLES,03/02/1888
81154,AMSTERDAM,ROTTERDAM,03/03/1888
81155,LA NORMANDIE,HAVRE,03/05/1888
81156,PANAMA,HAVANA,03/09/1888
81157,ALSATIA,NAPLES,03/09/1888
81158,PENNLAND,ANTWERP,03/09/1888
81159,LA GASCOGNE,HAVRE,03/12/1888
81160,NEWPORT,"ASPINWALL, PANAMA",03/15/1888
81161,LA BOURGOGNE,HAVRE,03/19/1888
81162,UTOPIA,NAPLES & TRIESTE,03/19/1888
81163,LA BRETAGNE,HAVRE,03/26/1888
81164,ROTTERDAM,ROTTERDAM,03/26/1888
81165,INIZIATIVA,NAPLES & PALERMO,03/28/1888
81166,CHATEAU MARGAUX,BORDEAUX,03/28/1888
81167,BRITANNIA,NAPLES,03/29/1888
81168,WAESLAND,ANTWERP,03/30/1888
81169,ZAANDAM,AMSTERDAM,03/31/1888
81170,LA CHAMPAGNE,HAVRE,04/02/1888
81171,BELGENLAND,ANTWERP,04/06/1888
81172,BURGUNDIA,NAPLES,04/09/1888
81173,LA NORMANDIE,HAVRE,04/09/1888
81174,PHILADELPHIA,LA GUAIRA & PUERTO CABELLO,04/19/1888
81175,LA BOURGOGNE,HAVRE,04/16/1888
81176,WESTERNLAND,ANTWERP,04/19/1888
81177,CACHEMIRE,MARSEILLES & NAPLES,04/20/1888
81178,LA BRETAGNE,HAVRE,04/23/1888
81179,EDAM,AMSTERDAM,04/26/1888
81180,CARACAS,LA GUAIRA & PUERTO CABELLO,04/30/1888
81181,LA CHAMPAGNE,HAVRE,04/30/1888
81182,WAESLAND,ANTWERP,05/03/1888
81183,LA GASCOGNE,HAVRE,05/07/1888
81184,MARTHA,NAPLES,05/11/1888
81185,BELGENLAND,ANTWERP,05/12/1888
81186,CALEDONIA,"MEDITERRANEAN PORTS, TRIESTE & PALERMO",05/14/1888
81187,LA BOURGOGNE,HAVRE,05/14/1888
81188,ZAANDAM,AMSTERDAM,05/14/1888
81189,CACHAR,NAPLES,05/14/1888
81190,ALEXANDRIA,NAPLES & PALERMO,05/16/1888
81191,NUBIA,NAPLES & TRIESTE,05/19/1888
81192,LA BRETAGNE,HAVRE,05/21/1888
81193,PENNLAND,ANTWERP,05/21/1888
81194,CHATEAU YQUEM,NAPLES,05/21/1888
81195,GERGOVIA,NAPLES,05/25/1888
81196,CHATEAU MARGAUX,BORDEAUX,05/26/1888
81197,LA CHAMPAGNE,HAVRE,05/28/1888
81198,ASSYRIA,GIBRALTAR & NAPLES,05/31/1888
81199,CACHEMIRE,NAPLES,06/02/1888
81200,BRITANNIA,NAPLES,06/04/1888
81201,LA GASCOGNE,HAVRE,06/04/1888
81202,ALSATIA,NAPLES,06/04/1888
81203,LETIMBRO,NAPLES,06/04/1888
81204,EDAM,AMSTERDAM,06/04/1888
81205,LETIMBRO,NAPLES,06/05/1888
81206,INIZIATIVA,PALERMO,06/09/1888
81207,LA NORMANDIE,HAVRE,06/11/1888
81208,INDIPENDENTE,MESSINA,06/12/1888
81209,P. CALAND,ROTTERDAM,06/12/1888
81210,BURGUNDIA,MARSEILLES & NAPLES,06/13/1888
81211,LA BOURGOGNE,HAVRE,06/18/1888
81212,CHERIBON,NAPLES,06/23/1888
81213,LA BRETAGNE,HAVRE,06/25/1888
81214,CHATEAU LAFITE,BORDEAUX,06/25/1888
81215,WESTERNLAND,ANTWERP,06/27/1888
81216,BOLIVIA,MEDITERRANEAN PORTS,06/28/1888
81217,LA GASCOGNE,HAVRE,07/02/1888
81218,AUSTRALIA,NAPLES & PALERMO,07/09/1888
81219,NEUSTRIA,PALERMO,07/09/1888
81220,LA NORMANDIE,HAVRE,07/09/1888
81221,ENTELLA,PALERMO,07/16/1888
81222,LA BOURGOGNE,HAVRE,07/16/1888
81223,PLATA,PALERMO,07/23/1888
81224,LA BRETAGNE,HAVRE,07/23/1888
81225,CHATEAU MARGAUX,BORDEAUX,07/24/1888
81226,ALESIA,PALERMO,07/25/1888
81227,MEXICO,HAVANA,07/30/1888
81228,LA GASCOGNE,HAVRE,07/30/1888
81229,SAN MARCOS,"ASPINWALL, PANAMA",08/02/1888
81230,ROTTERDAM,ROTTERDAM,08/04/1888
81231,BROOMHAUGH,MESSINA,08/07/1888
